idx,node,kappa,entropy_norm,c_ent,valence,poincare_x,poincare_y,log_degree,eta_local
37,active,-0.054988830565734614,0.9999999999999989,-0.0,0.0,-0.06638966432531875,-0.11348258518227028,0.3440216211186347,1.0
38,actively,-0.13441311200546616,0.9881090915741197,-0.0256586000618315,0.0,-0.12641790935320887,-0.33860086715082244,0.38906428719495084,1.0
39,actual,-0.192524968126632,0.9795697645470599,-0.06314467301640993,0.0,-0.06009590412806351,-0.2814538481510423,0.3255802149534502,1.0
40,actually,-0.11225708429163044,0.9839281864147847,-0.028963759392423936,0.0,0.22409979584664558,0.9180436650537327,0.7162670139444406,1.0
41,acute,0.16736583709446934,0.9999999999999988,2.983000530171049e-16,0.0,0.11575238095554112,-0.16520376160474914,0.3255802149534502,1.0
42,added,-0.1664603347528969,0.9999999999999989,-0.0,0.0,-0.09497798669825769,-0.08035854414546059,0.3440216211186347,1.0
43,addicted,-0.21297066602107706,0.9918373461380338,-0.02790791916490834,0.0,-0.12637589341672759,-0.496137381948763,0.43410695327126697,1.0
44,addiction,0.043868572073113,0.9999999999999989,0.0,0.0,-0.27887138828316244,-0.3193543254826544,0.3440216211186347,1.0
45,addition,-0.249462690534296,0.9837273962594117,-0.06516868199392167,0.0,-0.13238083358196198,0.018018984981765553,0.41319981130919714,1.0
46,address,-0.11972615628404476,0.9999999999999989,-0.0,0.0,0.0013209942817386771,-0.22497820063158047,0.3440216211186347,1.0
47,admire,-0.13389221771043103,0.9999999999999989,-0.0,0.0,0.12111841565837622,-0.26312783976520426,0.3440216211186347,1.0
48,admission,-0.17757062053635295,0.9849357563894747,-0.04294323220396267,0.0,-0.3194540498825923,-0.022495602874033942,0.4240020933059449,1.0
49,admit,-0.28458832366976006,0.993879505129514,-0.027962751455939548,0.0,-6.572580017735826e-6,-0.3827130458186156,0.469044759382261,1.0
50,admiteddly,-0.018258311049486657,0.9999999999999989,-0.0,0.0,-0.05550093696595422,-0.040978489612710146,0.3440216211186347,1.0
51,admitted,-0.10843945671431558,0.9999999999999989,-0.0,0.0,-0.14958324996030142,-0.3073103839651489,0.3440216211186347,1.0
52,adrenalin,-0.047035423062955974,0.9795697645470599,-0.015426759647846504,0.0,0.009913688326144119,-0.334848057609134,0.3255802149534502,1.0
53,adult,-0.13032405114830586,0.9999999999999989,-0.0,0.0,0.27223206472823247,0.028977826166619532,0.4435990101561753,1.0
54,adults,-0.20974739471570217,0.9999999999999989,-0.0,0.0,0.04871199032577405,-0.3176275145527274,0.3440216211186347,1.0
55,advance,-0.10270138911814658,0.9918373461380338,-0.013458107255716495,0.0,0.1481700028696063,-0.41039248480633406,0.43410695327126697,1.0
56,advanced,0.09440143570330756,0.9755037590061073,0.03712396307179487,0.0,-0.07589141169827664,-0.17538581211668405,0.3046730729913804,1.0
