words,type,token,indegree_unw,outdegree_unw,degree_unw,indegree_wei,outdegree_wei,cc_unw,cc_wei,pageRank_unw,pageRank_wei,hubs_unw,hubs_wei,authorities_unw,authorities_wei,incloseness_unw,outcloseness_unw,incloseness_wei,outcloseness_wei,betweenness_unw,betweenness_wei
饰品,8,13,8,22,30,0.369934968413229,1,0.104166666666667,0.00470501368929487,4.59866341051012e-05,3.85671629017795e-05,8.14348284444777e-05,4.79863490108275e-05,2.67040362326066e-05,2.58981031971354e-05,2.67938481324688e-05,2.70885253006826e-05,2.861102457235e-05,2.90168775467946e-05,8599.25757507155,8280.5
饱,7,17,7,15,22,0.336837169650469,1,0.285398230088496,0.0165504054575582,0.000130862830495945,8.47749711158086e-05,8.50127627478529e-05,4.83274600458218e-05,3.63744511282806e-05,1.63342263528105e-05,2.91485702626286e-05,2.53807106598985e-05,3.12929036829401e-05,2.73173576571715e-05,12020.5673388719,8465.5
饺子,38,86,38,16,54,2.09149046857906,1,0.0671117357695011,0.00360997228657095,0.0002035914888648,0.000174135744349507,5.61651760955578e-05,3.61511052275039e-05,0.000171326265787146,7.27336166233166e-05,3.16565893190668e-05,2.55004462578095e-05,3.42087414659677e-05,2.7462302735033e-05,38212.8485616759,39821
饼,18,23,18,18,36,0.568514413589774,1,0.0677830940988836,0.00334633284872501,0.000115543336883349,8.66959336473946e-05,0.000124827602632194,6.38007028529409e-05,6.49117473041919e-05,1.49804610350069e-05,2.99724253686608e-05,2.62240054545931e-05,3.24267230210323e-05,2.80712737359752e-05,19094.2814618901,18108
饼干,39,68,39,19,58,1.67742689489546,1,0.0582171012734991,0.0027982445594522,0.000185556007002874,0.000129892567339838,6.70488410671471e-05,3.65312773946487e-05,0.000180627410080632,0.00015682559042823,3.08994839786176e-05,2.58337854245783e-05,3.31857340250319e-05,2.76397229302337e-05,33968.3035191867,32284
饿,65,121,65,18,83,2.88769461012081,1,0.0673246906305245,0.00348127663907785,0.000448763067225452,0.000491189382207906,0.000111639674374396,6.85176487033514e-05,0.000346364195275917,0.00016576710841181,3.42418846733324e-05,2.63116350049992e-05,3.72891415903986e-05,2.82593426904447e-05,44749.4896897606,49600
饿了,12,19,12,16,28,0.5095326771108,1,0.134048257372654,0.00712395794938808,9.83103802392792e-05,6.88088588187205e-05,7.84623712072484e-05,6.4898395859664e-05,5.39410967058815e-05,3.41710205853683e-05,2.95115832964439e-05,2.55806814693543e-05,3.16426950903223e-05,2.76674797253842e-05,19051.1208890424,15241.8333333333
饿了么,2,11,2,13,15,0.281400966183575,1,0.131067961165049,0.00957936467722331,2.51699113683973e-05,3.89878417670395e-05,5.74817306763769e-05,2.71531719893596e-05,7.40818277796182e-06,1.18825086718489e-05,2.40378837047186e-05,2.62267565370191e-05,2.63912634472355e-05,2.83732984415655e-05,1971.99879693002,4724
馄饨,9,39,9,22,31,0.974843101954485,1,0.135574837310195,0.00692039080119531,6.06263580401575e-05,5.23406388394752e-05,7.45941178628229e-05,2.2991582202852e-05,2.21385558938119e-05,1.6908065314491e-05,2.66616898179007e-05,2.62777558796479e-05,2.87820279804503e-05,2.80836435264425e-05,8688.56908356139,10895
馆,3,12,3,22,25,0.267226107226107,1,0.048494983277592,0.00272945883208582,2.33357156710284e-05,2.51781454247753e-05,7.89510075510893e-05,3.49578481218527e-05,8.43724964106029e-06,4.8224531025294e-06,2.28770131771596e-05,2.73030087915688e-05,2.49688024746199e-05,2.91328634834535e-05,3808.71398430758,5398
馋,2,3,2,23,25,0.0777126099706745,1,0.135,0.00622841453605134,3.04195795638019e-05,2.29614407634271e-05,0.000120271055824458,3.97100642933645e-05,1.13748149401889e-05,3.85298640101589e-06,2.5508251919496e-05,2.68082140367809e-05,2.72299603922137e-05,2.85886930024253e-05,2085.40614159781,1781
馒头,29,59,29,17,46,1.5009618758299,1,0.069835111542192,0.00374153987653778,0.000183614002401613,0.000165623718586404,0.000110542201032956,4.15344945066185e-05,0.000131228720110027,0.000135917086487403,3.12353584257379e-05,2.61745844784714e-05,3.38466452401527e-05,2.80092800996846e-05,31231.5561371481,35637
首,4,4,4,15,19,0.0843769325912183,1,0.0680473372781065,0.00402366182688565,3.32195933451077e-05,2.09306577575127e-05,2.37225984341018e-05,1.3718450995171e-05,2.06662332666487e-05,8.91153218109029e-06,2.60443796228774e-05,2.63268744734625e-05,2.76124447249879e-05,2.86560632719481e-05,9425.58050480074,9652.5
首先,11,25,11,10,21,0.59781322457043,1,0.0893719806763285,0.00575811994716297,4.87766365678603e-05,3.8713168640244e-05,3.03052379641402e-05,1.02481378044689e-05,3.66087388555764e-05,3.45015130369303e-05,2.65195714437255e-05,2.57393632081542e-05,2.85334714034431e-05,2.79112276470494e-05,18904.3952284985,23081
首席,2,2,2,19,21,0.0578990901571547,1,0.0428571428571429,0.0020518883558112,1.67500683719182e-05,1.61810826627576e-05,5.3627570629094e-05,4.6201195720106e-05,1.05469326705414e-05,1.50481161042008e-06,1.88441027380481e-05,2.72598408025297e-05,2.03517662019241e-05,2.92010757293991e-05,1028.76742195517,972
首要,6,11,6,17,23,0.237744794887652,1,0.11,0.00570718781160694,2.55624938788587e-05,2.19092190401598e-05,8.3671031427104e-05,0.000288687112266669,1.35711433052992e-05,3.84801362977123e-06,2.25133954703048e-05,2.73672687465791e-05,2.41957781502417e-05,2.94096293006854e-05,4416.50723645687,2785
首都,9,34,9,6,15,0.707764309169831,1,0.139423076923077,0.0125041588893267,6.24213084249422e-05,0.000355843773026124,8.55768186364295e-06,6.8284432081421e-05,1.86811991875681e-05,1.72493642405016e-05,2.68204371731259e-05,2.42983841574535e-05,3.15533072696649e-05,2.78200639665331e-05,2855.68258487904,8756
首长,11,14,11,19,30,0.37855963308327,1,0.0946882217090069,0.0044530616632828,3.94865425214124e-05,3.01997826237897e-05,7.15590737086479e-05,5.2882046470481e-05,4.11069416237792e-05,1.63484926984749e-05,2.65111346765642e-05,2.72160683667637e-05,2.82320899519353e-05,2.92252460386338e-05,13111.1664238475,11504
首领,14,20,14,21,35,0.543392010476672,1,0.077834179357022,0.00368444025039915,4.62778191243242e-05,3.41896378770902e-05,9.15651860551607e-05,4.43987764175765e-05,5.91709327075462e-05,3.25724268625533e-05,2.67165375367352e-05,2.73485573635991e-05,2.84014237603759e-05,2.94072282696087e-05,14298.8756823939,13301
首饰,21,35,21,22,43,0.871027565568118,1,0.125975473801561,0.00583946808594154,0.00010519223617197,9.39806708738201e-05,8.33944885121309e-05,0.00032260136520229,8.22452753696353e-05,0.000464192862888501,2.92868648411188e-05,2.73015179643988e-05,3.15812750291024e-05,2.90790192825801e-05,23134.0121515583,21090
香,77,151,77,22,99,3.65636129182545,1,0.0495867768595041,0.00229510421120177,0.000365891890215402,0.000518436262028461,5.91125232353109e-05,1.65104282501171e-05,0.000303200332649605,0.00013593174971051,3.22351879311456e-05,2.63379688158449e-05,3.557891516646e-05,2.82024044398236e-05,70309.1483037967,81809.5
香味,37,75,37,23,60,1.77143007283186,1,0.072480181200453,0.00332745874572257,0.000175021528196406,0.000132841432782762,0.000126759832554339,3.20355574117719e-05,0.000133363675987971,3.5842842678008e-05,3.03822081788904e-05,2.65731292517007e-05,3.26744101862047e-05,2.87604272368298e-05,30302.8667891399,26145
香料,6,6,6,23,29,0.165665719609963,1,0.0827160493827161,0.00401812949018464,2.58550188942062e-05,1.92661790036008e-05,6.09152245046214e-05,1.26084824852236e-05,1.38295456862879e-05,2.28190442643422e-06,2.27676335321707e-05,2.69476407340537e-05,2.4205924482264e-05,2.87106770587993e-05,4930.79314269709,3484
香槟,8,9,8,21,29,0.211467021023803,1,0.1181592039801,0.00552988739608316,3.65839957765049e-05,2.77695911085364e-05,5.07151954140097e-05,1.69005294708625e-05,2.76736899750026e-05,6.32685594064467e-06,2.54569522936714e-05,2.71761284887355e-05,2.7076618213549e-05,2.90963979347847e-05,7452.94496853225,6188.5
香气,30,52,30,18,48,1.20752632455912,1,0.0791814946619217,0.00344750508854918,0.000141441935774491,9.99353704678323e-05,8.49911974745062e-05,2.05802419538924e-05,0.000120342291505896,2.58164451582714e-05,2.96252407050807e-05,2.67622972755981e-05,3.1816761242596e-05,2.90486985251521e-05,27941.6614282655,27303
香水,44,163,44,24,68,3.85274599124205,1,0.0676807760141094,0.00361872195874667,0.000188566829908843,0.000341239370024924,0.00011583740986802,2.99644509569658e-05,0.000173763441008288,0.00015749525675631,3.09138122913318e-05,2.73089737287673e-05,3.43231043079401e-05,2.92802829197085e-05,62994.3782445827,82856
香火,3,7,3,21,24,0.157937300794444,1,0.0583941605839416,0.00352079946827152,2.48831403066465e-05,2.28077237235844e-05,5.43097796789073e-05,0.000331579735677208,1.36325387017713e-05,3.92584355666372e-06,2.32385201710355e-05,2.70592055417253e-05,2.50785293375819e-05,2.90284499689303e-05,4432.58502120572,5413
香烟,27,91,27,32,59,2.03366353936962,1,0.0851938895417156,0.00441502574349412,0.000104258556640408,0.000102993509803459,0.000100007095798284,1.55389273932662e-05,7.79021088658666e-05,5.11191434912496e-05,2.87769784172662e-05,2.84632681524493e-05,3.12838640888541e-05,3.0236493770823e-05,63743.9603119967,60818.5
香甜,13,14,13,22,35,0.325290460991523,1,0.0879864636209814,0.00346329126387891,0.000103726401741603,5.75107928509504e-05,7.4903346071955e-05,2.78195324270254e-05,6.39520668651851e-05,1.36734499140435e-05,2.80985697827981e-05,2.62081979243107e-05,3.02023787247171e-05,2.80173454059347e-05,10807.4888441645,6544.5
香皂,7,8,7,16,23,0.230072286405596,1,0.158,0.00917494018723936,4.82009590426083e-05,3.55572926640466e-05,7.24802225888119e-05,4.37401473487756e-05,2.00381218727202e-05,1.99219384162651e-05,2.61882938326568e-05,2.63984583300335e-05,2.8055021565826e-05,2.83444693865472e-05,5382.53854390055,5474
香肠,9,19,9,23,32,0.580607474357474,1,0.105476673427992,0.0051140815046373,5.69210104044928e-05,4.93919432245482e-05,0.000111132905604062,3.36103130598858e-05,2.91662605571209e-05,1.0857166680613e-05,2.74544256534153e-05,2.66467704114261e-05,2.95803424161203e-05,2.84336623993418e-05,11545.8210456583,13636
香菜,16,24,16,14,30,0.594977900576446,1,0.101851851851852,0.00590694253639313,0.000137573738069113,0.00014044072628979,6.95764753656536e-05,3.85955243010595e-05,7.98010211989427e-05,1.9343581281093e-05,3.0446961393253e-05,2.5453712423957e-05,3.30556246296721e-05,2.74668081668493e-05,19298.5975309357,28360.5
香蕉,34,52,34,16,50,1.3114744000136,1,0.0573770491803279,0.0034076740312927,0.000302230392263972,0.000463236353678418,7.22875474348417e-05,5.22602146413241e-05,0.000172381560885382,6.37856323154695e-05,3.27193011157282e-05,2.65512572020285e-05,3.57455078173983e-05,2.85000240874685e-05,43665.4304645681,47882.5
香薰,7,10,7,22,29,0.26032838727573,1,0.121890547263682,0.00521794873579273,4.89564928624202e-05,3.28007652149225e-05,5.20390212264172e-05,1.07425470993199e-05,1.80145158658849e-05,4.55722840542702e-06,2.6476039184538e-05,2.71650548734108e-05,2.82381214017326e-05,2.91455797216133e-05,16217.2680702107,14898.5
马,65,291,65,21,86,7.04968811599429,1,0.0304526748971193,0.00195712254904152,0.000348863993783084,0.000392039524384786,7.69039349011659e-05,3.04699251377721e-05,0.000261582755353805,0.000167455067353351,3.45948937936761e-05,2.74468902673327e-05,3.75261465378612e-05,2.93215431549842e-05,119762.262074922,147459
马上,31,153,31,16,47,3.00420402466881,1,0.0618029739776952,0.0044294295041333,0.000122698100506265,0.000242374725001853,5.3581944161806e-05,8.79958617317141e-06,0.000139626258380274,8.35523219934133e-05,3.02270048060938e-05,2.69803582991582e-05,3.35306596011224e-05,2.86440351492558e-05,29517.2703906928,39725.5
马云,27,80,27,12,39,1.75420107897093,1,0.087516960651289,0.00614762772741448,0.000166002678070966,0.00025817539317249,7.21069986935783e-05,0.000700520182343638,0.00014691352584023,0.00165862440665411,3.08061982070793e-05,2.54627861380592e-05,3.37000546446939e-05,2.76700534380045e-05,11463.5637679299,18285.5
马克思,38,121,38,9,47,3.25791446416961,1,0.0651162790697674,0.00421750847506882,0.000197682207318635,0.000362353860732108,5.34261978326146e-05,1.36149796349318e-05,0.000165119846298813,0.000399198936543323,3.1960113778005e-05,2.54673254214842e-05,3.45776098963277e-05,2.73213481929494e-05,30284.4080615268,37357
马克杯,5,5,5,19,24,0.111770878564192,1,0.0948905109489051,0.00468050632066936,4.81185128210823e-05,2.90785876363133e-05,9.39624126085755e-05,4.11227710818073e-05,1.57514436849641e-05,1.32972754091427e-05,2.6359490734639e-05,2.69723533378287e-05,2.8055966798654e-05,2.88652997086353e-05,5146.59117221803,3364
马尾,7,10,7,13,20,0.260874732775993,1,0.0984042553191489,0.006654995155548,9.46774163047771e-05,6.62878222684027e-05,5.48972968157694e-05,1.37322610484121e-05,2.6960041160318e-05,5.83924988963247e-06,2.93728888236158e-05,2.56311674996796e-05,3.17197537127449e-05,2.76131965522955e-05,9833.45328180599,11642
马戏,3,4,3,17,20,0.0995169082125604,1,0.0793650793650794,0.00559426331212573,2.28295649202486e-05,1.93750936581965e-05,0.000181786894864889,3.37774332053103e-05,1.47190698846163e-05,1.66228633865143e-06,2.35227700414001e-05,2.73052453376294e-05,2.51450844808946e-05,2.92694638794159e-05,2969.05536265122,2162.5
马戏团,13,44,13,13,26,1.1007116754068,1,0.0743034055727554,0.00596062302052422,5.74570379370102e-05,6.10850581771456e-05,3.50601866420897e-05,8.78667139076572e-06,6.44476989411988e-05,2.70004030145266e-05,2.7875341472933e-05,2.62598146057089e-05,3.01453187862974e-05,2.85247342070135e-05,12113.0213536239,18144.5
马拉松,8,12,8,14,22,0.329419419962296,1,0.0982532751091703,0.00674058736298438,3.48644326885748e-05,2.79224057035385e-05,0.000183393503743935,4.09299626810949e-05,2.61591068472106e-05,8.78401484449926e-06,2.4329124394813e-05,2.65695990647501e-05,2.61021197399441e-05,2.87943301351697e-05,4417.27360869559,3853
马桶,16,26,16,17,33,0.650209733533056,1,0.0889101338432122,0.0051431010443012,0.000163617125394522,0.000103906731321381,7.86424214648716e-05,7.70497986380754e-05,4.67939300052187e-05,3.54696403866805e-05,3.09109455658249e-05,2.64061262212833e-05,3.35114356998913e-05,2.84195235828347e-05,34618.826138902,39501
马虎,11,15,11,20,31,0.386222232728868,1,0.0627705627705628,0.00383297249699392,3.56572313850189e-05,3.0683078939415e-05,0.000175399417318021,2.99718672834699e-05,7.21786441403071e-05,1.14871125313542e-05,2.54725151561465e-05,2.71857329273597e-05,2.71957335256218e-05,2.91781138596934e-05,10116.2614697631,9641.16666666667
马路,84,156,84,26,110,3.96691205071185,1,0.0461152882205514,0.00219257406246875,0.000340872211480228,0.000307717439216313,6.66725772564906e-05,2.33633050012699e-05,0.000352606233290643,0.000179599292741695,3.40055088924406e-05,2.78745644599303e-05,3.64378955625328e-05,2.97020284290724e-05,111906.483333102,95331.5
马车,20,27,20,22,42,0.717176219080036,1,0.0245040840140023,0.00105974231823775,7.57418198110365e-05,5.18453495467742e-05,3.53446200741489e-05,1.1118155309994e-05,6.95769539837748e-05,4.15018265513979e-05,2.77955360369125e-05,2.76060070671378e-05,2.98822183421351e-05,2.951620349112e-05,28015.9370827758,25644
马铃薯,4,14,4,11,15,0.386480186480186,1,0.228155339805825,0.0156187111581908,4.12310483522483e-05,6.41101132948535e-05,7.40171014141309e-05,1.77394520720719e-05,1.12866341295914e-05,9.3319926465786e-06,2.5489396411093e-05,2.5017512258581e-05,2.79407061000056e-05,2.80418811925923e-05,1349.386326865,1370
马鞍,3,4,3,10,13,0.142424242424242,1,0.0657894736842105,0.00713690194229642,3.37193454433439e-05,2.99564238475871e-05,3.30077863777629e-05,1.65841918932339e-05,8.52042223446359e-06,3.09542391642812e-06,2.59794242959576e-05,2.60525218841184e-05,2.78001003847373e-05,2.88322092785735e-05,3157.2334020899,2925
驱邪,1,1,1,13,14,0.027027027027027,1,0.0714285714285714,0.00481614405530811,1.75561561844218e-05,1.61189595849414e-05,1.24704195370771e-05,1.29593868034593e-05,4.87920713217466e-06,1.10166877400395e-06,2.09187515689064e-05,2.55245290724386e-05,2.22587262473007e-05,2.79535400657918e-05,760.634679645374,909
驴,10,62,10,10,20,0.666248060258679,1,0.0478723404255319,0.00561498159893132,4.35131030022883e-05,3.46662132222702e-05,4.95425829597868e-05,2.31212175510938e-05,7.13871243156792e-05,3.83858338331826e-05,2.66091908145073e-05,2.5336981858721e-05,2.83402073979834e-05,2.8420964361959e-05,13565.1743743505,16074
驹,1,2,1,5,6,0.0909090909090909,1,0.0357142857142857,0.00398084375180583,1.6697409916712e-05,1.6880520713297e-05,3.44897337086588e-05,4.32120235415881e-05,2.49592969954431e-06,2.47714445501751e-06,1.98428446702119e-05,2.42318503440923e-05,2.12270061561074e-05,2.80966385137914e-05,126.303459525341,330
驼背,10,16,10,14,24,0.434838396902774,1,0.0714285714285714,0.00394987457932409,6.61662349117653e-05,5.80517871519843e-05,9.96645653081523e-05,6.19833568819795e-05,4.47084564564613e-05,9.99018566133115e-06,2.76288887660938e-05,2.64697318616162e-05,2.98172526458218e-05,2.85766456300109e-05,11464.2364247435,16051.5
驾照,21,53,21,20,41,1.22761316933651,1,0.127306273062731,0.00721064889773249,0.000120148548201669,0.000149328996569924,0.000105633930830971,7.00635308577346e-05,8.69039714750299e-05,5.59411193474739e-05,2.9868578255675e-05,2.7385255778289e-05,3.23595073410819e-05,2.92820603229503e-05,30156.3228208102,30523.5
驾车,10,15,10,23,33,0.368219539374713,1,0.116190476190476,0.0051954587667095,3.18076515603472e-05,2.80254204935842e-05,0.000129491792684191,3.05455113756737e-05,4.98297926964385e-05,1.16430197696524e-05,2.43783520234032e-05,2.81721884155961e-05,2.61045444312626e-05,2.98917058435162e-05,10033.3309201718,9085
驾驶,29,53,29,19,48,1.26324280525334,1,0.0890471950133571,0.0049053187553371,0.000103025097660446,0.000109689407174245,9.51070567906294e-05,5.5027616507663e-05,0.000119348257733894,5.18368514306466e-05,2.84729933657925e-05,2.71134970988558e-05,3.08806458785712e-05,2.9023671283192e-05,20698.8248991284,20718
骂,10,14,10,21,31,0.340196038889864,1,0.066017316017316,0.00327155622482309,4.48783086307863e-05,3.77986407279464e-05,0.000173872440898492,0.000135557661030625,6.78644859662461e-05,2.08794455290501e-05,2.72769428002509e-05,2.72687609075044e-05,2.91472623429783e-05,2.930618463419e-05,17007.6752777769,17111
骂人,68,153,68,29,97,4.0201581933169,1,0.0412182522600086,0.0022053902058835,0.000309128528395266,0.000294433578462834,0.000160823794612748,1.80839875017184e-05,0.000392459265616534,0.000103037425779522,3.38203463203463e-05,2.85217192892388e-05,3.64371315378373e-05,3.02408435349221e-05,130337.984614861,124718.833333333
骂街,5,22,5,14,19,0.537309177773933,1,0.148809523809524,0.00843480258399932,3.70323287951775e-05,5.2535194569628e-05,8.76321190310367e-05,1.00517350842186e-05,3.04168371679116e-05,1.68572898663085e-05,2.67315351920661e-05,2.67730448983963e-05,2.86650032858581e-05,2.88830637044547e-05,3287.15643522303,5062.5
骄傲,44,112,44,24,68,2.70443419961593,1,0.0440140845070423,0.00240676425709698,0.000130770840542007,0.000178934998868272,0.000148654014696643,4.30133002006347e-05,0.000288913300704595,0.000208011167356306,2.92971611050889e-05,2.82238717507268e-05,3.22500219953789e-05,3.01678660075475e-05,46529.7075695018,52402.5
骆驼,12,25,12,8,20,0.63427662459883,1,0.0957446808510638,0.00609540016506812,5.88275807721156e-05,7.21251369801937e-05,5.03245362277684e-05,4.29264719785543e-05,4.62763388341827e-05,3.12443658375167e-05,2.72071826962318e-05,2.50018751406355e-05,2.95395646551641e-05,2.77787129491462e-05,6633.62283831099,11063
验证,10,12,10,24,34,0.277422520146952,1,0.0590339892665474,0.00218734032672958,4.21229109063753e-05,2.74336565259166e-05,6.60879917999767e-05,5.10400798302204e-05,5.22057430722894e-05,1.36834597965042e-05,2.64501282831222e-05,2.78458453998663e-05,2.82148608994321e-05,2.97517270992013e-05,15294.1463967159,15794.5
骑,9,12,9,9,18,0.339025194025194,1,0.076158940397351,0.00602161355002918,6.546490207226e-05,6.50783834721527e-05,1.22050809030968e-05,1.17614893975425e-05,2.44992799731131e-05,7.52423423568673e-06,2.74906531779195e-05,2.48397833970888e-05,2.97070126738446e-05,2.81911009908885e-05,10669.3450102686,14943
骑士,42,86,42,20,62,2.13995780902827,1,0.038788522848034,0.00200765026427182,0.000195648699421895,0.000177023554185365,5.5635835844935e-05,1.56184435776464e-05,0.000170696093067851,6.23782339043707e-05,3.20574469449253e-05,2.72405339144647e-05,3.47033334822239e-05,2.92474749272838e-05,78361.6720006654,84550
骑士精神,1,1,1,20,21,0.0227272727272727,1,0.12200956937799,0.00624482709668495,2.36801332646264e-05,1.87161917017282e-05,4.92649545124453e-05,2.12382574130628e-05,2.50998719709661e-06,3.5496462676469e-07,2.4386675120714e-05,2.73995122886813e-05,2.6038474966187e-05,2.93233799374531e-05,1190.63679985758,547
骑车,24,31,24,20,44,0.688295068347733,1,0.0497881355932203,0.00232390954699559,0.000104030152951395,6.39438409384965e-05,7.32072301605929e-05,2.24061284659473e-05,7.26504056624542e-05,3.59349918180385e-05,2.89922300823379e-05,2.73493053276447e-05,3.10471626997329e-05,2.94543385787031e-05,23795.7375059476,17729
骑马,12,31,12,21,33,0.894448895692177,1,0.0611854684512428,0.00411425968338376,6.75842195371448e-05,6.53498536448664e-05,5.66336696370231e-05,1.4002809362076e-05,3.69124530166294e-05,1.65313429593824e-05,2.77046682365979e-05,2.75163722414837e-05,2.97538622948585e-05,2.93300768599368e-05,17764.6587224904,17591.5
骗人,29,46,29,19,48,1.17604722920331,1,0.072573463935886,0.0040838868234338,9.02374999393771e-05,7.81216848522371e-05,0.000103625518062129,3.2094349425336e-05,0.000141725559861723,0.000170811018332016,2.90824487421841e-05,2.72057023152053e-05,3.12529663069406e-05,2.92184350907086e-05,22179.2649687329,21769.5
骗子,73,175,73,31,104,4.21522062999064,1,0.0379865269461078,0.00195262825024217,0.000220223387245023,0.000218447275426605,0.000138949705584674,0.0013379339374039,0.000373268272332276,0.000392358108988409,3.2028697713151e-05,2.81040975774268e-05,3.48338998984132e-05,2.98534856963443e-05,114929.952758369,112772
骗局,12,13,12,14,26,0.332692098697037,1,0.0694444444444444,0.00441573822643835,5.41525522865485e-05,3.57870104732997e-05,0.000113339642224237,4.99998020448324e-05,4.7023615521209e-05,0.00021402105409114,2.74551794195975e-05,2.66816083673524e-05,2.93175385191332e-05,2.89689972001818e-05,7786.06320397599,9177
骗钱,9,10,9,14,23,0.248444499217601,1,0.0595238095238095,0.00385230216673898,3.13169279560096e-05,2.4392039774974e-05,4.45669975764202e-05,4.1379516475405e-05,4.47340664352985e-05,0.000111031292241505,2.49950009998e-05,2.65971594233736e-05,2.67368379663257e-05,2.91477445056976e-05,7107.71067064619,7111
骡子,1,10,1,9,10,0.025,1,0.136363636363636,0.0139004627163414,1.90140785648503e-05,1.60223331555416e-05,4.16976257383135e-05,1.81912940843604e-05,2.23509267096744e-06,5.78030438777343e-07,2.1100162471251e-05,2.57029764046677e-05,2.2295330504738e-05,2.85988376355613e-05,641.351061730182,331
骨,4,9,4,16,20,0.418247396445071,1,0.0736842105263158,0.00502418940381748,2.33541246470704e-05,2.41780976632541e-05,5.5392724396836e-05,1.33497870316802e-05,1.38993092728675e-05,9.38143419540643e-06,2.28451328444475e-05,2.66091908145073e-05,2.45945913538062e-05,2.89952495341686e-05,2671.48228549156,3390
骨头,39,109,39,24,63,2.58672950913333,1,0.0374551051821447,0.00203527371051534,0.000129855537642201,0.000120174716165166,0.000182648058352171,5.00250516266641e-05,0.000162400250020777,8.81169143843049e-05,2.9847182425979e-05,2.75656752212145e-05,3.22933323375186e-05,2.94276263385923e-05,49900.0385342147,49896.5
骨折,15,34,15,21,36,0.859518153648528,1,0.0717703349282297,0.00380566823449731,9.41650624920703e-05,7.48182302855e-05,5.82261947361865e-05,1.45402962815838e-05,6.23945819216491e-05,2.19878364074607e-05,2.87529831219989e-05,2.71414612962762e-05,3.11110268858075e-05,2.8981152881815e-05,25278.1232372566,26601
骨架,4,8,4,23,27,0.0976113720794572,1,0.0702005730659026,0.00350378206710779,2.71831312971151e-05,2.06226839913194e-05,0.000231110244331465,3.52249660794792e-05,1.56498674540286e-05,2.19531660709771e-06,2.45525301382307e-05,2.79994400111998e-05,2.61006461563096e-05,2.97740193912405e-05,4091.6042316518,2938
骨骼,12,18,12,18,30,0.464303659723399,1,0.0622119815668203,0.00353646672091854,4.39016576005356e-05,3.10628038611308e-05,5.59933035694158e-05,9.05877733922078e-06,4.81063773322017e-05,1.21953831535526e-05,2.65561929041853e-05,2.708192281652e-05,2.82143831818117e-05,2.89941148964645e-05,10382.4603751237,10079
骰子,16,20,16,17,33,0.575747141757447,1,0.0353053435114504,0.00223420325660828,5.57797012662336e-05,3.82718589455867e-05,4.60873618146454e-05,7.48427778068262e-05,5.87465070068644e-05,0.000371081744736021,2.74853640436468e-05,2.70131554066831e-05,2.93037920079925e-05,2.9206441984718e-05,28221.5468168064,29727
骷髅,21,35,21,24,45,0.910901545286856,1,0.0603448275862069,0.00282114683466393,0.000109321547391585,8.33168357111786e-05,0.000106380181900884,2.82298190167981e-05,0.000101338738712722,2.14632056839676e-05,3.04423270114768e-05,2.7916585243293e-05,3.27290990429232e-05,2.9846359963013e-05,40688.3522427126,36597.5
高,177,425,177,21,198,10.6682563400537,1,0.0148265955263698,0.000781072932576131,0.000823047730748775,0.000908999725649058,0.000173474135912114,3.68673182355786e-05,0.000777789863857129,0.00235468599539352,3.76520200308747e-05,2.72219953722608e-05,4.10220757784923e-05,2.93522306312146e-05,202151.29379368,234212.5
高中,64,95,64,24,88,2.12629616881126,1,0.0602409638554217,0.00256401200547511,0.000401687836441228,0.000297397427740003,0.000132972841189407,4.01972390387003e-05,0.000393082606431236,9.82720007051901e-05,3.4380801760297e-05,2.74710180759299e-05,3.70123905853133e-05,2.93317089624729e-05,80335.6473479032,65075
高低,35,63,35,21,56,1.51385106362411,1,0.0495114006514658,0.00214256888977106,0.000170686335816124,0.000111270147540659,3.02624408288069e-05,1.38225344330103e-05,0.000159643207126566,0.000374443941226372,3.19437789490497e-05,2.76067691798029e-05,3.41400321605715e-05,2.95814105641808e-05,62261.7332386354,62916.5
高傲,17,23,17,26,43,0.664571793706536,1,0.0727777777777778,0.0032870558356736,5.76293635054378e-05,5.20934827745043e-05,0.000122696468383914,1.91779824771972e-05,0.000121088751380573,2.236346029223e-05,2.70051309748852e-05,2.7975158059643e-05,2.89886181181122e-05,2.97349042749551e-05,17732.9205057006,16821.5
高兴,111,227,111,25,136,5.23477027016541,1,0.0393044047099869,0.00231300040431635,0.000775287210154426,0.00120684670971517,0.000137803315695508,7.96341317613418e-05,0.000674563546137989,0.000558482805184706,3.67471429096388e-05,2.76709372146435e-05,3.99615817415043e-05,2.9538363586087e-05,146979.834206628,129552
高冷,19,24,19,29,48,0.611691545288045,1,0.0529830810329475,0.00213498675718272,7.78521816963345e-05,5.32644936500428e-05,0.000294245997176276,4.2198951716809e-05,0.000121020841210725,2.20005234094005e-05,2.82198893780336e-05,2.81191125608076e-05,3.02459035012797e-05,2.98984821316529e-05,26772.0926643487,22332
高大,39,43,39,15,54,1.15686615207813,1,0.0392431674842327,0.00152874893669124,0.000261802571324747,0.000139688022099333,0.000154507274046166,6.2924710744269e-05,0.00016422582392809,4.96779511390045e-05,3.31630961066525e-05,2.64627272486702e-05,3.54895868918384e-05,2.86904529486079e-05,39564.6526226238,46219
